Characterized BldgSF,Material type,Total Pounds/Day,LBS/DAY/SF,NZPBldgType, BldgType Installation Total SF , BldgTypeLb/DaySF 
"50,819",#1,3.11,0.0000612,UEPH,227275.96,13.90873135
"50,819",#2,3.35,0.0000659,UEPH,227275.96,14.98207396
"50,819",#3,2.6,0.0000512,UEPH,227275.96,11.6278783
"50,819",#4,1.91,0.0000376,UEPH,227275.96,8.542018287
"50,819",#5,0.48,0.0000094,UEPH,227275.96,2.146685224
"50,819",#6,2.15,0.0000423,UEPH,227275.96,9.615360899
"50,819",#7,3.88,0.0000763,UEPH,227275.96,17.35237223
"50,819",Aluminum,1.43,0.0000281,UEPH,227275.96,6.395333063
"50,819",Corr. Cardboard,10.2,0.0002007,UEPH,227275.96,45.61706101
"50,819",Food,45.41,0.0008936,UEPH,227275.96,203.0853667
"50,819",Glass,6.93,0.0001364,UEPH,227275.96,30.99276792
"50,819",Mixed Paper,0.24,0.0000047,UEPH,227275.96,1.073342612
"50,819",Non-recyclable MSW,10.56,0.0002078,UEPH,227275.96,47.22707493
"50,819",Paperboard,2.87,0.0000565,UEPH,227275.96,12.83538874
"50,819",Soiled Paper,5.02,0.0000988,UEPH,227275.96,22.45074963
"50,819",Steel / Ferrous,2.63,0.0000518,UEPH,227275.96,11.76204612
"50,819",White Paper,0.24,0.0000047,UEPH,227275.96,1.073342612
"49,264",#1,3.21,0.0000652,UEPH,"123,160",8.027472527
"49,264",#2,1.7,0.0000345,UEPH,"123,160",4.246153846
"49,264",#3,3.6,0.0000731,UEPH,"123,160",9
"49,264",#4,0.64,0.000013,UEPH,"123,160",1.605494505
"49,264",#5,1.5,0.0000304,UEPH,"123,160",3.746153846
"49,264",#6,2.14,0.0000435,UEPH,"123,160",5.351648352
"49,264",#7,1.07,0.0000217,UEPH,"123,160",2.675824176
"49,264",Aluminum,21.78,0.0004422,UEPH,"123,160",54.45769231
"49,264",Corr. Cardboard,10.08,0.0002047,UEPH,"123,160",25.21098901
"49,264",E-waste,7.3,0.0001482,UEPH,"123,160",18.25
"49,264",Food,1.93,0.0000391,UEPH,"123,160",4.816483516
"49,264",Glass,0,0,UEPH,"123,160",0
"49,264",Mixed Paper,50.92,0.0010337,UEPH,"123,160",127.3104396
"49,264",Newspaper,0,0,UEPH,"123,160",0
"49,264",Non-recyclable MSW,10.23,0.0002076,UEPH,"123,160",25.57032967
"49,264",Paperboard,6.85,0.000139,UEPH,"123,160",17.12527473
"49,264",Soiled Paper,4.67,0.0000947,UEPH,"123,160",11.66813187
"49,264",Steel / Ferrous,8.56,0.0001738,UEPH,"123,160",21.40659341
"49,264",Textiles,7.97,0.0001618,UEPH,"123,160",19.92582418
"49,264",White Paper,0.43,0.0000087,UEPH,"123,160",1.07032967
"49,264",Yard Trimmings,182.4,0.0037025,UEPH,"123,160",456
"73,473",#1,3.6,0.000049,GIB,"1,465,637",71.81268221
"73,473",#2,0.6,0.0000082,GIB,"1,465,637",11.96878037
"73,473",#3,0,0,GIB,"1,465,637",0
"73,473",#4,1.4,0.0000191,GIB,"1,465,637",27.92715419
"73,473",#5,0.4,0.0000054,GIB,"1,465,637",7.979186912
"73,473",#6,0.8,0.0000109,GIB,"1,465,637",15.95837382
"73,473",#7,0.4,0.0000054,GIB,"1,465,637",7.979186912
"73,473",Aluminum,0.8,0.0000109,GIB,"1,465,637",15.95837382
"73,473",Corr. Cardboard,0.2,0.0000027,GIB,"1,465,637",3.989593456
"73,473",E-Waste,0.2,0.0000027,GIB,"1,465,637",3.989593456
"73,473",Food,8,0.0001089,GIB,"1,465,637",159.5837382
"73,473",Glass,0.4,0.0000054,GIB,"1,465,637",7.979186912
"73,473",Mixed Paper,0.2,0.0000027,GIB,"1,465,637",3.989593456
"73,473",Newspaper,0,0,GIB,"1,465,637",0
"73,473",Non-recyclable MSW,3.8,0.0000517,GIB,"1,465,637",75.80227567
"73,473",Paperboard,0.8,0.0000109,GIB,"1,465,637",15.95837382
"73,473",Soiled Paper,3.8,0.0000517,GIB,"1,465,637",75.80227567
"73,473",Steel / Ferrous,0.2,0.0000027,GIB,"1,465,637",3.989593456
"73,473",White Paper,16.8,0.0002287,GIB,"1,465,637",335.1258503
"73,473",Yard Trimmings,0,0,GIB,"1,465,637",0
"75,860",#1,8.909091,0.0001174,PFF,"3,086,259",362.454064
"75,860",#2,2.036364,0.0000268,PFF,"3,086,259",82.8466432
"75,860",#3,0,0,PFF,"3,086,259",0
"75,860",#4,2.290909,0.0000302,PFF,"3,086,259",93.2024736
"75,860",#5,1.527273,0.0000201,PFF,"3,086,259",62.1349824
"75,860",#6,1.527273,0.0000201,PFF,"3,086,259",62.1349824
"75,860",#7,0,0,PFF,"3,086,259",0
"75,860",Aluminum,2.163636,0.0000285,PFF,"3,086,259",88.0245584
"75,860",Corr. Cardboard,30.618182,0.0004036,PFF,"3,086,259",1245.658457
"75,860",e-Waste,0,0,PFF,"3,086,259",0
"75,860",Food,14.127273,0.0001862,PFF,"3,086,259",574.7485872
"75,860",Glass,0,0,PFF,"3,086,259",0
"75,860",Mixed Paper,1.781818,0.0000235,PFF,"3,086,259",72.4908128
"75,860",Mixed Waste,4.072727,0.0000537,PFF,"3,086,259",165.6932864
"75,860",Newspaper,0,0,PFF,"3,086,259",0
"75,860",Non-recyclable MSW,13.745455,0.0001812,PFF,"3,086,259",559.2148416
"75,860",Paperboard,3.563636,0.000047,PFF,"3,086,259",144.9816256
"75,860",Soiled Paper,9.927273,0.0001309,PFF,"3,086,259",403.8773856
"75,860",Special,11.6,0.0001529,PFF,"3,086,259",471.9299854
"75,860",Steel / Ferrous,0,0,PFF,"3,086,259",0
"75,860",Textiles,1.4,0.0000185,PFF,"3,086,259",56.9570672
"75,860",White Paper,1.909091,0.0000252,PFF,"3,086,259",77.668728
"75,860",Wood,139.4,0.0018376,PFF,"3,086,259",5671.296549
"75,860",Yard Trimmings,0,0,PFF,"3,086,259",0
"47,438",#1,1.4,0.0000295,PFF,118383.17,3.493767578
"47,438",#2,0.17,0.0000036,PFF,118383.17,0.424243206
"47,438",#4,2.27,0.0000479,PFF,118383.17,5.664894573
"47,438",#5,1.4,0.0000295,PFF,118383.17,3.493767578
"47,438",#6,0.17,0.0000036,PFF,118383.17,0.424243206
"47,438",#7,0.17,0.0000036,PFF,118383.17,0.424243206
"47,438",Aluminum,0.17,0.0000036,PFF,118383.17,0.424243206
"47,438",Food,3.49,0.0000736,PFF,118383.17,8.709463463
"47,438",Glass,0.17,0.0000036,PFF,118383.17,0.424243206
"47,438",Mixed Paper,1.92,0.0000405,PFF,118383.17,4.791452679
"47,438",Newspaper,1.4,0.0000295,PFF,118383.17,3.493767578
"47,438",Non-recyclable MSW,5.17,0.000109,PFF,118383.17,12.90198456
"47,438",Paperboard,1,0.0000211,PFF,118383.17,2.49554827
"47,438",Soiled Paper,11.31,0.0002384,PFF,118383.17,28.22465094
"47,438",White Paper,0.17,0.0000036,PFF,118383.17,0.424243206
"8,225",#1,0.740043,0.00009,CDC,"80,500",7.242972345
"8,225",#2,0.493362,0.00006,CDC,"80,500",4.82864823
"8,225",#3,0,0,CDC,"80,500",0
"8,225",#4,0.185011,0.0000225,CDC,"80,500",1.810743086
"8,225",#5,0.12334,0.000015,CDC,"80,500",1.207162057
"8,225",#6,0.246681,0.00003,CDC,"80,500",2.414324115
"8,225",#7,0.185011,0.0000225,CDC,"80,500",1.810743086
"8,225",Aluminum,0.12334,0.000015,CDC,"80,500",1.207162057
"8,225",Corr. Cardboard,2.016702,0.0002452,CDC,"80,500",19.73793795
"8,225",Food,6.035332,0.0007338,CDC,"80,500",59.06920589
"8,225",Glass,0.308351,0.0000375,CDC,"80,500",3.017905144
"8,225",Mixed Paper,0.185011,0.0000225,CDC,"80,500",1.810743086
"8,225",Newspaper,0.12334,0.000015,CDC,"80,500",1.207162057
"8,225",Non-recyclable MSW,9.682227,0.0011772,CDC,"80,500",94.76222151
"8,225",Paperboard,0.246681,0.00003,CDC,"80,500",2.414324115
"8,225",Soiled Paper,7.89379,0.0009597,CDC,"80,500",77.25837168
"8,225",Steel / Ferrous,1.788437,0.0002174,CDC,"80,500",17.50384983
"8,225",White Paper,0.12334,0.000015,CDC,"80,500",1.207162057
"24,316",#1,1.723077,0.0000709,CDC,"134,488",9.53006947
"24,316",#2,0.430769,0.0000177,CDC,"134,488",2.382517367
"24,316",#4,0.430769,0.0000177,CDC,"134,488",2.382517367
"24,316",#5,0.430769,0.0000177,CDC,"134,488",2.382517367
"24,316",#6,0.430769,0.0000177,CDC,"134,488",2.382517367
"24,316",#7,1.292308,0.0000531,CDC,"134,488",7.147552102
"24,316",Aluminum,0.430769,0.0000177,CDC,"134,488",2.382517367
"24,316",Corr. Cardboard,1.292308,0.0000531,CDC,"134,488",7.147552102
"24,316",Food,77.538462,0.0031888,CDC,"134,488",428.8531261
"24,316",Glass,0.861538,0.0000354,CDC,"134,488",4.765034735
"24,316",Mixed Paper,1.292308,0.0000531,CDC,"134,488",7.147552102
"24,316",Newspaper,1.292308,0.0000531,CDC,"134,488",7.147552102
"24,316",Non-recyclable MSW,146.123077,0.0060093,CDC,"134,488",808.183927
"24,316",Paperboard,24.553846,0.0010098,CDC,"134,488",135.8034899
"24,316",Soiled Paper,12.492308,0.0005137,CDC,"134,488",69.09300366
"24,316",Steel / Ferrous,1.723077,0.0000709,CDC,"134,488",9.53006947
"24,316",White Paper,0.861538,0.0000354,CDC,"134,488",4.765034735
"23,800",#1,0.475844,0.00002,CDC,"36,182",0.723403078
"23,800",#2,0,0,CDC,"36,182",0
"23,800",#3,0,0,CDC,"36,182",0
"23,800",#4,5.71013,0.0002399,CDC,"36,182",8.680836931
"23,800",#5,1.427532,0.00006,CDC,"36,182",2.170209233
"23,800",#6,0.475844,0.00002,CDC,"36,182",0.723403078
"23,800",#7,1.903377,0.00008,CDC,"36,182",2.89361231
"23,800",Aluminum,0.475844,0.00002,CDC,"36,182",0.723403078
"23,800",Corr. Cardboard,1.903377,0.00008,CDC,"36,182",2.89361231
"23,800",Food,41.433247,0.0017409,CDC,"36,182",62.98898042
"23,800",Glass,0,0,CDC,"36,182",0
"23,800",Mixed Paper,3.330909,0.00014,CDC,"36,182",5.063821543
"23,800",Newspaper,0,0,CDC,"36,182",0
"23,800",Non-recyclable MSW,99.811429,0.0041938,CDC,"36,182",151.738534
"23,800",Paperboard,3.806753,0.0001599,CDC,"36,182",5.787224621
"23,800",Soiled Paper,58.052987,0.0024392,CDC,"36,182",88.25517547
"23,800",Steel / Ferrous,0.951688,0.00004,CDC,"36,182",1.446806155
"23,800",White Paper,9.041039,0.0003799,CDC,"36,182",13.74465847
"22,463",#1,0.488131,0.0000217,CDC,"75,332",1.636996467
